probability	fixed_query	eng_words	generated_translit
22	Масло гидрофильное для глубокого очищения пор Ayoume Pore Deep Cleansing Oil	daeng gi meo ri	даенг ги мео ри
22	Масло гидрофильное для глубокого очищения пор Ayoume Pore Deep Cleansing Oil	daeng gi meo ri	даенг джи мео ри
46	пластыри от прыщей	labiotte	лабиотте
0	Estelare	naris	нейрис
0	Estelare	naris	нарис
0	Estelare	wish	виш
20	ББ крем Missha M Perfect Cover BB Cream	cell burner	cелл бурнер
17	11266	village 11 factory	виллаге 11 фаcтори
17	11266	village 11 factory	вилладж 11 фактори
60	осветл	cell	селл
60	осветл	kose	косе
20	8999	skin79	скин79
9	6661	village 11 factory	виллаге 11 фаcтори
9	6661	village 11 factory	вилладж 11 фактори
40	Маска от Mixis	flor de man	флор де ман
22	Кушон для жирной кожи The Saem Saemmul Oil Control Cushion	mijin cosmetics	миджин косметикс
22	Кушон для жирной кожи The Saem Saemmul Oil Control Cushion	daeng gi meo ri	даенг джи мео ри
39	антивозрастная маска для лица	tov camellia	тов cамеллиа
19	secret key snow white	the face shop	те фаcе шоп
41	Средства по уходу за волосами	history of whoo	хистори оф вхоо
0	Lomb	naris	нейрис
0	Lomb	naris	нарис
0	Lomb	wish	виш
40	Шампунь с маслом арганы The Saem Silk Hair Argan Intense Care Shampoo	it s	ит с
27	CLEAN & CLEAR Увлажняющая эмульсия двойного действия 100 мл	daeng gi meo ri	даенг джи мео ри
27	CLEAN & CLEAR Увлажняющая эмульсия двойного действия 100 мл	village 11 factory	вилладж 11 фактори
17	Pore clean tightening pack	3w clinic	3в cлиниc
15	FarmStay Green Tea Seed Moisture Emulsion [арт	dr.jart+	др йарт
15	FarmStay Green Tea Seed Moisture Emulsion [арт	dr.jart+	др джарт
40	Missha крем	secret key	секрет ки
62	от акне	grace foot	граcе фот
62	от акне	vanedo	ванедо
47	лимонное гидрофильное масло	lion kodomo	лион кодомо
40	Berrisom СС-крем с экстрактом фрукта	it s	ит с
35	гель cactus	welcos	велcос
40	    Elizavecca, Witch Piggy, средство для очищения пор с гиалуроновой кислотой	it s	ит с
20	4847	skin79	скин79
17	Wrinkle	white	wхите
47	зубная нить	banila	банила
47	зубная нить	hanil	ханиль
0	frudia	naris	нейрис
0	frudia	naris	нарис
0	frudia	wish	виш
59	пилинг лица	clinic	цлиниц
14	Super Aqua Refreshing Cleansing	the face shop	те фаcе шоп
56	Пилинг пад	planplan	планплан
47	Тонер rose	de man	де моне
48	крем для волос	cellnco	келлнко
48	sctnic тонер для лица	tov camellia	тов cамеллиа
34	Holika holika бальзам для губ	sungbo cleamy	сунгбо cлеами
13	vitamin booster limomi	it s skin	ит с скин
13	vitamin booster limomi	gi meo ri	ги мео ри
13	vitamin booster limomi	it’s skin	ит’с скин
14	Miracle Soothing Serum	cj lion	cж лион
14	Miracle Soothing Serum	cj lion	cй лион
13	3w clinic intensive uv sunblock cream spf50 pa 70ml	3w clinic	3в cлиниc
22	lucas papaw	cj lion	cж лион
22	lucas papaw	cj lion	cй лион
13	Wonder Balm	it s	ит с
50	жидкий хайлайтер	cj lion	сиджей лайон
12	secret key witch-hazel pore clear toner	3w clinic	3в cлиниc
12	secret key witch-hazel pore clear toner	the face shop	те фаcе шоп
19	missha cushion	cj lion	cж лион
19	missha cushion	cj lion	cй лион
39	пенка Missha кислородная	pedison	педисон
48	сыворотка сужение пор	ipkn newyork	ипкн невиорк
19	Dr.clear magic serum	the face shop	те фаcе шоп
44	мёд	mijin	миджин
44	мёд	medibeau	медибо
43	Против выпадения волос	hello everybody	хелло эверибоди
40	7749	skin79	скин79
33	Маска-пенка для лица `A`PIEU` глиняная очищающая 1...	skin guardian	скин гуардиан
33	Маска-пенка для лица `A`PIEU` глиняная очищающая 1...	village 11 factory	вилладж 11 фактори
48	Гели для душа	daeng gi	даенг ги
40	Эссенция с маслом камелии для волос Kumano Cosmetics Shiki-Oriori Essence Water	it s	ит с
0	258	naris	нейрис
0	258	naris	нарис
0	258	wish	виш
13	holika soda	it s	ит с
40	крем для лица с эффектом сияния missha time revolution bridal cream	it s	ит с
15	mizon gel	it s	ит с
53	Патчи роби	tony moly	тони моли
40	патчи с кристаллическими иглами	it s	ит с
52	заполнитель морщин	tony moly	тони моли
42	крем с экстрактом слизи улитки	tov camellia	тов кеймеллиа
33	Lioele патчи	beauty	беаути
33	Lioele патчи	katani	катани
33	Lioele патчи	petitfee	петифи
13	sinabro the real black snail repair	the face shop	те фаcе шоп
50	Кислородная маска	flor de man	флор де ман
0	thuye	naris	нейрис
0	thuye	naris	нарис
0	thuye	wish	виш
22	cover	face	фаcе
15	manly pro	it s	ит с
23	глиняно-пузырьковая маска для лица elizavecca carbonated babble	daeng gi meo ri	даенг ги мео ри
40	7292	skin79	скин79
20	9451	skin79	скин79
12	TONY MOLY Wonder Butter Nutrition Cream	the face shop	те фаcе шоп
52	крем с кислотами	secret skin	секрет скин
44	коптюр total	ecopure	экопур
0	zero	naris	нейрис
0	zero	naris	нарис
0	zero	wish	виш
40	Petitfee, патчи для глаз с золотым гидрогелем, 60 шт	it s	ит с
45	тональные крем с коллагеном	tov camellia	тов кеймеллиа
50	пудра для умывания	proud mary	проуд мари
50	эмульсия алоэ вера	elizavecca	элизавецца
50	эмульсия алоэ вера	elizavecca	элизавеccа
50	эмульсия алоэ вера	elizavecca	элизавекка
32	выравнивающая lifting основа	banila co	банила cо
32	выравнивающая lifting основа	banila co	банила ко
67	эссенция	en scene	эн ссен
67	эссенция	scene	ссен
29	Ahc	face	фаcе
12	first essense	it s	ит с
53	конняку	coringco	корингко
20	Увлажняющий лосьон для лица  COSRX Oil Free Ultra Moisturizing Lotion	tov camellia	тов cамеллиа
41	гипоаллергенная тушь для ресниц	etude organix	этуде органих
41	Сиреневая краска для волос	the orchid skin	те орчид скин
63	против акне	prorance	проранcе
20	9089	skin79	скин79
20	holika piece matching	3w clinic	3в cлиниc
16	Deoproce Snail Recovery Cream	3w clinic	3в cлиниc
21	Anskin cup	banila co	банила cо
21	Anskin cup	3w clinic	3в cлиниc
21	Anskin cup	elisha coy	элиша cой
36	mizon для глаз	la soyul	ла соиул
15	baking Powder Crunch Pore Scrub	3w clinic	3в cлиниc
25	eye cream 20 - 30	3w clinic	3в cлиниc
18	Lioele Blackhead Clear -	the face shop	те фаcе шоп
21	бальзам-блеск для губ tony moly petit bunny gloss bar	sungbo cleamy	сунгбо cлеами
14	shocking good body cream hot ever	the face shop	те фаcе шоп
14	shocking good body cream hot ever	3w clinic	3в cлиниc
42	Эссенция missha	scene	ссен
15	the saem seventeen	it s skin	ит с скин
15	the saem seventeen	gi meo ri	ги мео ри
15	the saem seventeen	it’s skin	ит’с скин
20	bio ex	it s	ит с
22	глубоко увлажняющий крем для лица mizon hyaluronic ultra suboon cream [арт 258]	tov camellia	тов кеймеллиа
11	UV DEFENSE ME BLUE RAY SUN GEL SPF50+ PA	the history of whoo	зе хистори оф хуо
11	UV DEFENSE ME BLUE RAY SUN GEL SPF50+ PA	the history of whoo	те хистори оф вхо
11	UV DEFENSE ME BLUE RAY SUN GEL SPF50+ PA	daeng gi meo ri	даенг ги мео ри
35	кушон holika holika	union	унион
35	кушон holika holika	konad	конад
16	`A`PIEU` `DEEP CLEAN` BONOBONO	the face shop	те фаcе шоп
20	гидрофильное масло secret key cc bubble all in one cleanser	flor de man	флор де ман
20	гидрофильное масло secret key cc bubble all in one cleanser	daeng gi meo	даенг ги мео
44	маска-перчатки для рук	proud mary	проуд мари
48	набор зеленый чай	puorella	паорелла
48	набор зеленый чай	beauugreen	боугреен
48	набор зеленый чай	the orchid	зе орчид
38	Альгинатная маска для сужения пор	daeng gi meo ri	даенг ги мео ри
21	dewins snail mucin	the face shop	те фаcе шоп
20	gem miracle	banila co	банила cо
20	gem miracle	3w clinic	3в cлиниc
20	gem miracle	elisha coy	элиша cой
0	Blur	naris	нейрис
0	Blur	naris	нарис
0	Blur	wish	виш
23	Блеск-бальзам для губ "COLOR TOUCH LIP BIGGIE" 68, 2,8г, BEYU	sungbo cleamy	сунгбо cлеами
44	Missha контур	nature	натур
48	ночной крем	union hair	унион хаир
34	шампуни,маски для волос secret key	the orchid skin	зе орчид скин
0	EUNYUL	naris	нейрис
0	EUNYUL	naris	нарис
0	EUNYUL	wish	виш
15	Missha Aloe Soothing Gel	the history of whoo	зе хистори оф хуо
15	Missha Aloe Soothing Gel	the history of whoo	те хистори оф вхо
15	Missha Aloe Soothing Gel	daeng gi meo ri	даенг ги мео ри
